name,location
심해어 WANITOKAGEGISU 1~4권(완),책장 4-6
야마다와 7명의 마녀 1~28권 완,책장 7-8
흑집사 1~34권,책장 1-1
도라에몽개정판(1~45완),04월 06일
3월의라이온 1~16,책장 4-3
죄수리쿠 1~38권(완),책장 6-2
마이퍼스트악당(1~6),책장 2-7
미스터초밥왕 애장판(1~14완),04월 01일
사이코닥터 카이쿄오스케(1~4완),04월 07일
언제나원조괴짜가족(1~24완),책장 4-3
원조괴짜가족(1~28완),책장 4-3
초밥아가씨사치(1~5),04월 01일
코미양은 커뮤증입니다 1~28권(+공식팬북),책장 7-9
하나다소년사(1~5완5권번외편),04월 05일
팬텀,03월 01일
나루토 1~72권(완),책장 1-6
수명을팔았다.1년에1만엔으로 1~3권 완,책장 7-10
하가네 1~12권,책장 5-2
SOS 해상특수구조대(1~20완),책장 4-6
해피니스(1~10완),책장 5-7
바쿠만(1~20완) BAKUMAN,책장 4-3
신부이야기 1~14권,책장 8-6
엠마 1~10권(완),책장 8-6
오타쿠의따님(1~11완),책장 4-3
우주형제 1~44권,책장 4-5
이니셜D(1~48완),02월 03일
피아노의숲(1~26완)*1~9권구판,04월 06일
후르츠바스켓 1~12권(완),책장 8-15
히스토리에 1~12권,책장 6-2
천국으로의계단 1~6권 (완),책장 4-3
화려한식탁 1~49완,04월 01일
J오타쿠 소년 아사히나 1~3권 완,책장 7-9
루돌프 터키 1~7권(완),책장 5-1
스위치 1~13권(완),책장 5-5
심심한칠드런 1~12권 완,책장 7-8
일하는세포블랙 1~8권(완),책장 1-2
출동119구조대(1~20완),책장 4-6
코드브레이커(1~26완),03월 07일
요츠바랑! 1~15,책장 4-3
테츠카오사무시리즈 블랙잭(1~22완),04월 07일
조폭패밀리 1~3권(완),책장 2-7
내이름은해사 1~15권(완),책장 4-6
렛츠고,04월 04일
우리가 있는 풍경 1~7권(완),책장 8-4
세인트 영멘 1~21권,책장 7-7
날마다록(1~6완),책장 4-2
더 콩쿠르 1~13권(완),책장 8-17
무직전생 1~15권,책장 1-1
벨제바브(1~28완),책장 3-6
이키가미(1~10완),책장 4-3
한다군(1~7완+공식앤솔로지) 바라카몬 외전,04월 03일
엔젤하트(1~33완),05월 01일
지피지기(1~11완),02월 07일
갓핸드테루(1~62완),04월 07일
갤러리페이크(1~32완),책장 4-7
경사청24시(1~6완),02월 07일
식객 1~27권(완) 허영만,책장 4-4
아다마스(1~11완),05월 05일
보노보노 1~30권,책장 4-6
월하의기사(1~32완),04월 05일
베이비짱 1~35권(완),책장 4-6
81다이버 81diver 1~35권(완),책장 8-8
Dr.코토진료소(1~25),04월 07일
사형수042 사형수공사이(1~5완),책장 4-3
소년표류 EX 1~5권(완),책장 8-8
심야식당 1~27권,책장 4-4
크레용신짱 1~50권(완),책장 4-6
삶과 죽음의 교차점 E.R.(1-14),04월 07일
명탐정 코난 1~105권,책장 5-1
소년탐정김전일 1~39권(완),책장 5-1
심령탐정 야쿠모 1~14권(완),책장 5-7
기생수 1~10권(완),책장 5-3
"20세기소년 1~22권 + 20세기소년의조연(단편) + 21세기소년 상,하",책장 5-5
나만이없는거리(1~9완),책장 4-2
마인탐정네우로 1~23권(완),책장 5-4
살육의 천사 1~12권(완),책장 5-3
시귀 1~11권(완),책장 5-2
우로보로스 ouroboros 1~24권(완),책장 5-2
바람의 검심 -메이지 검객 낭만기- 1~22권(완),책장 6-3
해피슈가라이프 1~10권(완),책장 7-8
GOKUSAI 1~4권,책장 5-3
가면전사 아쿠메츠 1~18권(완),책장 5-4
더월드이즈마인(1~5),책장 5-6
베리언트 1~4권(완),책장 5-3
전국요호 1~6권(완),책장 5-5
뮤지엄 1~3권(완),책장 5-3
북북서로구름과함께가라(1~4),04월 02일
아무도모르는 1~3권(완),책장 8-17
악의 교전 1~9권(완),책장 5-2
바람의 검심 -메이지 검객 낭만기 홋카이도편- 1~9권(완),책장 6-3
쓰르라미울적에(1-2),05월 03일
마이 홈 히어로 1~6권,책장 5-2
오늘부터 시티헌터 CITY HUNTER 1~14권,책장 5-1
오메가 트라이브 킹덤 1~11권(완),책장 5-3
이토준지 공포만화 콜렉션 1~17권(완),책장 5-7
피안도 1~90권 (+형님편),책장 6-6
데드맨원더랜드(1~18완),책장 5-4
사이렌(1~16완) PSYREN,03월 06일
엔젤하트시즌2(1~16완),05월 01일
이토준지 공포박물관 1~10권(완) 애장판,책장 5-7
유유백서 1~15권(완),책장 1-5
가가탐정사무소 1~15권(완),책장 5-4
마스터 키튼 MASTER KEATON 1~12권(완) + REMASTER 총13권,책장 5-5
시바토라 1~15권,책장 5-2
X(엑스) 1~19권(완),책장 8-16
제트맨 1~20권,책장 5-5
빌리 배트 BILLY BAT 1~20권(완),책장 5-5
스틸볼런 STEEL BALL RUN 1~24권,책장 1-5
인간실격 1~3권,책장 5-7
ACCA 13구 감찰과 1~6권(완),책장 5-7
스카이하이 신장 1~4권 + 스카이하이 카르마 1~2권,책장 5-7
미래일기 1~12권(완) + 모자이크 + 패러독스,책장 5-7
밤을 걷는 선비 1~20권(완),책장 8-18
뼈가 썩을 때까지 1~7권(완),책장 5-3
요루쿠모 1~5권(완),책장 5-2
무적도(1-7),책장 2-6
지옥소녀 1~9권(완),책장 5-7
보루토 1~20권,책장 1-6
죠죠의기묘한모험 1~63권,책장 1-5
아마츠키 1~20권,책장 5-7
원한해결사무소 1~20권 + 요코하마지점 1~6권 총26권(완),책장 5-4
죽음이 두 사람을 갈라놓을 때까지 1~26권(완),책장 5-7
킹덤 1~72권,책장 6-1
열혈강호 1~91권,책장 6-1
아르슬란전기 1~17권,책장 6-1
스미카스미레 1~5권,책장 8-1
신의물방울 1~44권,책장 4-5
드래곤 헤드 1~10권(완),책장 6-2
생존게임 1~21권 완,책장 6-2
검은사기 1~38권,책장 5-4
검은사기 제2부 1~4권,책장 5-4
사도 1~25권(완),책장 6-2
빈란드 사가 1~27권,책장 6-2
코히나타미노루 1~50 완,책장 6-4
용비불패 외전 1~12권(완),책장 6-1
용량전 1~21,06월 03일
마리아주 1~26완,책장 4-5
배가본드 1~37권,책장 6-3
노라가미 1~26권,책장 5-2
노라가미 습유집 1~3권,책장 5-2
사채꾼우시지마 1~46권 완,책장 6-7
잭 프로스트 1~11권(완),책장 5-2
닌자의 왕 1~14권,책장 6-3
총몽 1~9권(완),책장 5-6
야뇌 백동수 1~9권(완),책장 6-1
카케구루이 1~16권,책장 1-7
아자마루 1~4권 1부완,책장 6-3
격류혈 1~3권 완,책장 6-3
교도관 나오키 신참 교도관과 어느 사형수의 이야기 1~7완,책장 4-3
다이몬즈 1~13권(완),책장 5-5
전국스트레이즈 1~15권 완,책장 6-6
군계 1~34권(완),책장 6-2
사상최강의 제자 켄이치 1~61권(완),책장 6-4
가마란 1~22권 완,책장 6-3
NAMBEOL 남벌 1~9권,책장 6-7
타짜 제1부 지리산 작두 1~7권,책장 6-7
타짜 제2부 신의 손 1~9권,책장 6-7
타짜 제3부 원 아이드 잭 1~13권,책장 6-7
타짜 제4부 벨제붑의 노래 1~12권 완,책장 6-7
魔王 마왕 1~8권(완),책장 8-8
상처투성이 진세이 1~15권 완,책장 6-6
무영 1~5권 완,책장 6-6
아니마토 1~4완,책장 4-2
장국의 알타이르 1~27권,책장 6-3
아일랜드 -무법도- 1~6권 (완),책장 6-2
페이트스테이나이트 1~20완,03월 06일
권투암흑전 세스타스 1~15권 1부 완,책장 6-4
한자의 공수도 1~13권 완,책장 6-4
귀 1~5권,책장 6-5
용병 마루한 1~15권(완),책장 8-9
무사의노래 1~17권(완),책장 8-17
엽기보스 1~15권(완),책장 8-8
얼라이브 1~21권(완),책장 6-7
닌자파파 1~7권 완,책장 6-3
무한의주인 1~30권(완),책장 6-3
불가사의한 소년 1~8권,책장 5-2
절대쌍교 1~35권(완),책장 6-6
에어마스터 1~27,02월 06일
도박마-거짓말사냥꾼바쿠 1~48권,책장 6-7
브레이커 1~10권 완,책장 2-6
브레이커 N.W. 1~20권 완,02월 06일
용오 벳푸1~12,05월 04일
붓다 1~10권,책장 6-7
테라포마스 TERRA FORMARS 1~23권,책장 6-6
엠.바.밍,06월 07일
글로코스 1~4권(완),책장 4-6
블러디 먼데이 BLOODY MONDAY 1~11권(완),책장 5-7
블러디 먼데이 BLOODY MONDAY 시즌2 판도라의 상자 1~8권(완),책장 5-7
블러디 먼데이 BLOODY MONDAY 라스트시즌 1~4권,책장 5-7
GO 고 1~5완,책장 2-7
쿵후보이 친미 레전드 1~28권,책장 6-5
비르투스 1~5 완,책장 6-1
북두의권 1~22권 완,책장 6-5
플라네테스 1~4 완,책장 1-5
신세기에반게리온 1~14권(완),책장 1-5
도쿄에일리언즈 1~9권,책장 1-2
BLUE GIANT EXPLORER 블루 자이언트 익스플로러 1~9권,책장 4-2
호리미야 1~17권,책장 8-13
얼굴만으론 좋아할수없어요 1~11권,책장 8-13
사랑은 비가 갠 뒤처럼 1~10권 완,책장 7-9
주문은 토끼입니까? 1~11권,책장 7-7
봇치더록! 앤솔러지 코믹 1~2권,책장 7-7
월간순정 노자키군 1~16권,책장 8-2
월간순정 노자키군 앤솔로지,책장 8-2
신세기에반게리온_이카리신지육성계획 1~15권,책장 1-5
월간순정 노자키씨 제로,책장 8-2
여학교의 별,1층
블루 록 1~28권,책장 2-1
타몬군은 지금 어느 쪽?! 1~8권,책장 8-12
숨막힐정도의 사랑을 줄게 1~3권,책장 8-12
장송의프리렌 1~12권,책장 1-1
약사의혼잣말 1~13권,책장 1-2
전생했더니 슬라임이었던 건에 대하여 1~26권,책장 1-4
종말의 세라프 1~31권,책장 1-2
블리치 1~74권(완),책장 1-6
강철의연금술사 1~27권(완),책장 1-5
괴물사변 1~20권,책장 1-1
텐카운트 1~6권,책장 8-11
건어물여동생! 우마루짱 1~12완,04월 06일
건어물여동생! 우마루짱N,04월 06일
건어물여동생! 우마루짱S,04월 06일
씹어삼키다 1~3권,책장 8-11
대답하세요! 프라임 미니스터 1~7권,책장 8-11
그 끝에 있는 것 1~4권 완,책장 8-11
노건즈라이프 1~13권,책장 1-7
청사과낙원 시즌1 1~3권,책장 8-11
청사과낙원 시즌2 1~3권,책장 8-11
실버 다이아몬드 1~27권(완) + 외전,책장 8-11
약속의 땅 레바단 1~8권(완),책장 8-1
사사키와 미야노 1~10권,책장 8-11
정상!,책장 8-11
그 비스크돌은 사랑을 한다 1~13권,책장 7-8
대학일기 1~5권(완),책장 7-2
십이야 1~8권(완),책장 7-4
송곳 1~6권,책장 7-2
소드아트온라인_아인크라드 1~2완,책장 1-1
단지 1~2권,책장 7-3
냄새를 보는 소녀 1~3권,책장 7-4
냄새를 보는 소녀 특별판 1~2권,책장 7-4
"상상고양이 상,하",책장 7-3
헤어진 다음 날 1~2권(완),책장 7-4
저녁 같이 드실래요? 1~3권,책장 7-3
다이아몬드 더스트 1~3권(완),책장 7-3
북극의 밤 1장,책장 7-3
왜 욕을 하고 그래,책장 7-3
드래곤볼 1~42권(완),책장 3-2
아임펫! 1~2권,책장 7-3
버림받은 황비 1~9권(완),책장 7-4
여자만화구두 1~4권,책장 7-3
도그맨 1~2권,책장 7-4
마조앤새디 1~ 4권(완),책장 7-3
해치지않아 1~2권,책장 7-3
먹는 존재 1~4권(완),책장 7-3
과격자매단 1~2권,책장 7-3
앙영의 일기장 1~2권,책장 7-3
어서와 1~3권,책장 7-4
드래곤볼슈퍼 1~22권,책장 3-2
소녀재판 1~2권,책장 7-3
지옥 1~2권,책장 7-3
은밀하게위대하게 1~2권,책장 7-3
부딪치다 1~8권(완),책장 7-3
삼봉이발소 1~3권(완),책장 7-4
멀리서보면 푸른봄 1~3권,책장 7-3
아버지의 복수는 끝이 없어라 1~2권,책장 7-3
메모리스트 1~6권(완),책장 7-3
케덴독 1~5권(완),책장 7-3
둥글레차! 1~4권,책장 7-3
드래곤볼_풀컬러사이어인편 1~3권,책장 3-5
운빨로맨스 1~3권,책장 7-3
김영자부띠끄에 어서오세요 1~10권(완),책장 7-3
커밍아웃노트 1~2권,책장 7-3
그들에게 사면초가 1~2권,책장 7-3
투명한 동거 1~3권,책장 7-3
화폐개혁 1,책장 7-3
아르마 1~5권(완),책장 7-4
메트로놈 1~3권(완),책장 7-3
놓지마 정신줄!! 1~22권,책장 7-3
드래곤볼_풀컬러인조인간셀편 1~6권,책장 3-5
찌질의 역사 1~8권(완),책장 7-3
네크로맨서 1~2권,책장 7-3
어게인 1~3권,책장 7-3
부암동 복수자 소셜클럽 1~6권,책장 7-3
피노키오 1~7권(완),책장 7-3
달콤한 남자 1~11권(완),책장 7-3
닥터 프로스트 1~11권,책장 7-3
용이산다 1~2권,책장 7-3
그녀가 공작저로 가야 했던 사정 1~9권(완),책장 7-3
귀환자의 마법은 특별해야 합니다 1~2권,책장 7-4
드래곤볼_풀컬러피콜로대마왕편 1~4권,책장 3-5
바보 1~2권,책장 7-5
우리집에 사는남자 1~3권(완),책장 7-3
블러드레인 BLOOD RAIN 1~9권(완),책장 8-10
다이어터 1~3권(완),책장 7-3
녹두전 1~5권,책장 7-3
슈퍼시크릿 1~4권,책장 7-3
고양이와 할아버지 1~6권,책장 7-3
연애혁명 1~15권,책장 7-3
스윗솔티 1~2권,책장 7-4
드래곤볼_풀컬러프리저편 1~5권,책장 3-5
양말도깨비 시즌1 1~2권,책장 7-4
양말도깨비 시즌2 1~2권,책장 7-4
양말도깨비 나날,책장 7-4
플로우 1~6권(완),책장 7-4
남자친구를 조심해 1~3권,책장 7-4
"PTSD 상,하",책장 7-4
남팬만화 1~4권,책장 8-11
황제의 외동딸 1~14권(완),책장 7-2
갓 오브 하이스쿨 1~3권,책장 7-4
드래곤볼_풀컬러소년편 1~4권,책장 3-5
LAST 라스트 1~3권(완),책장 7-4
두근두근 두근거려 1~3권(완),책장 7-4
나를 비웃지 말아줘 1~4권,책장 7-4
허니블러드 1~4권(완),책장 7-4
이끼 1~4권(완),책장 7-4
지옥사원 1~9권,책장 7-4
덴마 DENMA - THE QUANX 1~19권(완),책장 7-4
흔한남매 1~10권,책장 7-4
당신의 향수 1~4권(완),책장 7-4
여중생A 1~5권(완),책장 7-4
비스타즈 1~22완,책장 1-6
디멘션더블유 1~16완,책장 3-1
마음의 소리 레전드100 1 - 깨어난 재미,책장 7-6
마음의 소리 레전드100 2 - 노잼의 복수,책장 7-6
마음의 소리 레전드100 3 - 갓석의 귀환,책장 7-6
마음의 소리 레전드100 4 - 보이지 않던 재미,책장 7-6
환생동물학교 1~3권(완),책장 7-4
괴물같은 아이돌 1~4권(완),책장 7-4
후레자식 1~5권(완),책장 7-2
독신으로 살겠다 1~8권,책장 7-4
노곤하개 1~11권,책장 7-4
생활의 참견 - 운수 좋은 날,책장 7-4
레터비 1~20완,03월 05일
생활의 참견 - 뉴 시즌 1~3권,책장 7-4
찬란하지 않아도 괜찮아 1~3권(완),책장 7-4
별이삼샵,07월 04일
우리학교 김선생님 1~2권,책장 7-4
커피와스무디 1~2권,책장 7-4
윈터우즈 1~7권,책장 7-2
무한동력 1~2권(완),책장 7-4
어떤계모님의 메르헨 1~3권,책장 7-4
일진의 크기 1~4권(완),책장 7-4
기기괴괴 - 아내의기억,책장 7-4
풀메탈패닉시그마 1~17완,책장 3-5
기기괴괴 - 아프리카에서 생긴 일,책장 7-4
기기괴괴 - 키베이루의 서재,책장 7-4
기기괴괴 - 저주받은 갤러리,책장 7-4
기기괴괴 - 성형수,책장 7-4
성공한 덕후 1~2권,책장 7-5
26년 1~3권(완),책장 7-5
밤의 베란다 1~3권(완),책장 7-5
노동본색 1~2권,책장 7-5
징벌소녀 1~5권(완),책장 7-2
단발냥네 깜수씨 1~2권(완),책장 7-5
오늘도 핸드메이드! 1~3권,책장 7-5
감자,책장 7-5
악당의 아빠를 꼬셔라 1~5권,책장 7-5
이상적인 관계 1~2권,책장 7-5
아가미 노블웹툰,책장 7-5
아재라서 1~2권,책장 7-5
노크필수 1~2권,책장 7-5
"당신의 하우스헬퍼 시즌2 상,하",책장 7-5
이태원 클라쓰 1~8권(완),책장 7-2
도쿄구울 1~14권(완),책장 1-7
우리는 요정 1~2권,책장 7-5
티나는 사랑 1~5권,책장 7-5
내 ID는 강남미인 1~5권(완),책장 7-5
천개의 꽃잎 1~5권(완),책장 7-5
묵향 1~9권,책장 7-5
아이들의 권선생님 1~6권(완),책장 7-5
미생 1~13권,책장 7-2
샬롯에게는 다섯명의 제자가 있다 1~2권,책장 7-5
1초 1~5권,책장 7-2
핑퐁 1~5권(완),책장 7-5
도쿄구울re 1~16권(완),책장 1-7
마법수프 1~3권,책장 7-5
붉은여우 1~7권(완),책장 7-5
안녕 외롭고 수상한가게 1~2권(완),책장 7-5
약한영웅 1~7권,책장 7-5
나의 우주는 아직 멀다,책장 7-5
무빙 1~5권,책장 7-2
브릿지 1~5권,책장 7-2
마루의 사실 1~3권,책장 7-5
마루의 사실 시즌2,책장 7-5
go! go! Lookie-Lou 고고 루키루 <우정편1~2>,책장 7-5
도쿄ESP 1~16권(완),책장 1-7
내가 안 했어요 1~5권(완),책장 7-5
인천상륙작전 1~6권,책장 7-5
청소부 K 1~5권,책장 7-5
멜랑꼴리 BEST,책장 7-5
서유 1~5권,책장 7-5
싸움독학 1~3권,책장 7-4
그 해 여름 1~3권,책장 7-5
소년이여 1~4권(완),책장 7-5
더파이브 1~5권(완),책장 7-5
금혼령 1~8권(완),책장 7-5
데스노트 DEATH NOTE 1~12권(완),책장 1-7
마른 가지에 바람처럼 1~10권,책장 7-4
마녀 1~4권(완),책장 7-5
"신과함께 - 저승편 상,중,하",책장 7-5
"신과함께 - 이승편 상,하",책장 7-5
"신과함께 - 신화편 상,중,하",책장 7-5
마족의 계약 1~4권,책장 7-5
슈퍼대디 열 1~2권(완),책장 7-5
동네변호사 조들호 1~6권,책장 7-5
동네변호사 조들호 가이드북,책장 7-5
이런영웅은싫어 1~27권(완),책장 7-2
"공각기동대 1, 1.5, 2",책장 5-6
리라이프 ReLife 1~6권,책장 7-5
"안녕, 소르시에 1~2권(완)",책장 7-5
크리스마스는 쨈과 함께 1~3권(완),책장 7-5
그다이 1~4권(완),책장 7-6
그다이 특별편,책장 7-6
우리사이느은 1~5권(완),책장 7-2
미라클! 용사님 1~5권(완),책장 7-5
아메리카노 엑소더스 1~10권,책장 7-6
여자 제갈량 1~3권,책장 7-6
아도니스 1~5권,책장 7-6
내일 1~12권,책장 7-6
냐한남자 1~5권,책장 7-2
동트는 로맨스 1~2권,책장 7-6
내 어머니 이야기 1~4권(완),책장 7-6
오리진 ORIGIN 1~3권,책장 7-6
사카모토데이즈 1~18권,1층 키오스크 옆
사랑하는 나의 엄마에게 1~2권,책장 7-4
방공호 1~11권(완),책장 5-6
재혼황후 1~8권,책장 7-6
스튜디오짭쪼롬 1~4권,책장 7-2
괴물 공작가의 계약 공녀 1~9권,책장 7-6
총수 1~18권(완),책장 7-6
너의 HEART를 나에게 줄래? 1~5권,책장 7-6
조선왕조실록 1~7권,책장 7-2
습지생태보고서,책장 7-6
주님과 나 1~2권(완),책장 7-6
진격의거인 1~34완,01월 07일
여탕보고서 1~2권,책장 7-4
죽어도 좋아 1~3권,책장 7-6
사춘기 직장인,책장 7-6
이웃사람 1~3권(완),책장 7-2
당신의 모든순간 1~4권(완),책장 7-6
탐묘인간,책장 7-6
계약우정 1~3권,책장 7-6
유럽에서 100일 1~5권(완),책장 7-6
유럽에서 100일 스페셜 에피소드,책장 7-6
AGAIN MY LIFE 어게인 마이 라이프 1~8권(완),책장 7-6
진격의거인_beforethefall 1~17권(완),책장 1-7
샤크 1~9권,책장 7-6
못 잡아먹어 안달 1~4권,책장 7-6
나의 남자 사람 친구 1~2권,책장 7-6
소녀샵 part 1~2,책장 7-6
통 1~4권(완),책장 7-6
통 - 유아독존 1~6권(완),책장 7-6
짬 - 솔직 담백 군대 이야기,책장 7-6
짬 시즌 2 - 예비역들의 수다,책장 7-6
소녀신선 1~3권,책장 7-6
진격의거인_후회없는선택 1~2권(완),책장 1-7
계룡선녀전 1~5권(완),책장 7-6
4컷용사 1~4권,책장 7-6
언럭키 맨션 1~4권(완),책장 7-6
탐묘인간 - 미유와 앵두이야기,책장 7-6
연목구애 1~3권,책장 7-6
쌩툰 큰 머리 남편과 기골장대 마눌님이 주는 큰웃음,책장 7-6
ARIA 아리아 완전판 1~7권(완),책장 7-1
괴물왕녀(1~20완),책장 3-7
내일의 요이치 1~15권(완),책장 3-7
몽환백서(1~20완),03월 06일
진격의거인_lostgirls 1~2권(완),책장 1-7
신만이아는세계(1~26완+확장판(설명참조)),책장 3-7
트리니티블러드 1~21권(완),책장 8-16
디펜스데빌(1~10완),책장 3-6
반지의기사(1~10완),03월 04일
사신에 씐 아마미야씨 1~3권 완,책장 8-13
좋아한다고 말해봐!! 1~2권(완),책장 8-17
위벨블라트(0~23완),03월 04일
이멋진세계에축복을 1~17권,책장 1-1
호시노 눈을감아 1~13권 완,책장 7-10
기생수 리버시 1~8권(완),책장 5-3
GANTZ 간츠 1~37권(완),책장 5-6
GIGANT 기간트 1~10권(완),책장 5-6
감옥학원 1~28권(완),책장 8-10
두더지 1~4권(완),책장 5-3
망량의요람 1~6권(완),책장 8-10
블러드레인 1~5권(완) [웹툰],책장 7-4
설정소녀 1~3권(완),책장 8-10
신이 말하는대로 1부 1~5권 + 2부 1~21권 총26권(완),책장 5-2
에이스퀸 1~12권(완),책장 8-10
오오쿠 1~19권(완),책장 6-6
반헬싱 1~3권(완),책장 5-6
유키x츠바사(1~8) 완,책장 4-2
이노센트 1~9권 + 이노센트 루즈 1~12권(완) 총21권,책장 6-3
적나라한 그녀 1~5권(완),책장 8-10
큐피드의 장난 1~7권 + 체리신드롬1~10권 (총17권),책장 8-10
스프라이트 SPRITE 1~10권(완),책장 8-10
악의꽃 1~5권(완),책장 8-10
체리체리고고 1~10권(완),책장 8-10
최종병기그녀 1~7권(완),책장 5-5
Private Prince 프라이빗 프린스 1~5권(완),책장 8-2
사랑하는 마음이 NO라고 해 1권(완),책장 8-4
클레이모어 1~27완,03월 05일
사랑하는 대장님! 1~5권,책장 8-4
늑대 폐하의 신부 1~19권(완),책장 8-3
방랑소년(1~15완),책장 4-3
유리가면 1~49권,책장 8-15
절대마녀 1~12권(완),책장 8-7
드림키스 1~4권(완),책장 8-1
십억소녀 1~10권,책장 8-4
제로카운트 1~2권(완),책장 8-1
슈가프린세스 1~2권(완),책장 8-1
다녀왔어 노래 1~7권(완),책장 8-1
토우카이도 탐정단 1~9권(완),책장 8-1
브랜드 1~3권(완),책장 8-17
S.K.T(1-10),08월 02일
NGBOY X 파라다이스 1~3권,책장 8-2
다이너마이트 LOVE BOY 1~4권,책장 8-1
플래티늄드롭스 1~3권(완),책장 8-4
IWISH 아이위시 1~7권(완),책장 8-18
내 남자친구 이야기 애장판 1~7권(완),책장 8-15
VS.아가씨클래스 1권(완),책장 8-4
momo 모모 1~7권(완),책장 8-6
미녀는 괴로워! 1~5권(완),책장 8-6
미녀는 야수 1~5권(완),책장8-4
엘펜리트 1~12권(완),책장 5-6
MARS 1~15권(완) + 외전,책장 8-5
러브메이트 1~18권 완,책장 7-10
전격데이지 1~8권(완),책장 8-1
하야테처럼! 1~52권(완),책장 8-8
러브니스타 1~2권(완),책장 8-3
건달군과 안경양 1~23권 완,책장 7-8
노을빛 라이트 1~5권(완),책장 8-3
사카모토데이즈 1~18권,책장 1-2
눈이나려꽃 1~23권,책장 8-17
빙과 1~14권,책장 5-1
언니랑함께 1~5권(완),책장 8-9
예쁜 남자 1~17권(완),책장 8-7
우주를 누비는 쏙독새 1~3권(완),책장 8-5
장난을 잘 치는 타카기양 1~19권,책장 7-8
주식회사 천재패밀리 애장판 1~6권(완),책장 8-3
COFFEE&VANILLA 커피&바닐라 1~21권,책장 8-1
환상게임 현무개전 1~12권 완,책장 6-7
프리X프리 1~2권(완),책장 8-1
암살교실 1~21권(완),책장 1-7
4월은너의거짓말 1~11권 완,책장 7-10
Nabi 나비 1~24권(완),책장 8-17
RE마리나 1~6권(완),책장 8-10
니세코이 우리는 위장 연애중 1~25권 완,책장 7-10
디-프래그! 1~13권,책장 7-10
본좌 티처 1~29권(완),책장 8-13
아기와 나 1~18권(완),책장 8-14
오타쿠에게 사랑은 어려워 1~11권(완),책장 8-2
울랄라며느리 1~20권(완),책장 8-4
인연 1~13권(완),책장 8-18
CAPETA 카페타 1~32권(완),책장 2-3
츠바키쵸 론리 플래닛 1~14권(완),책장 8-2
캐릭캐릭 체인지 1~12권(완),책장 8-4
신들린 시온의 퇴마 일기 mana 마나 1~4권(완),책장 8-7
학교에 가자! 1~17권(완),책장 8-3
새벽의 연화 1~43권,책장 8-2
FULL HOUSE 풀하우스 1~16권(완),책장 8-7
宮 궁 1~28권(완),책장 8-18
별하늘의 까마귀 1~8권(완),책장 8-2
Honey Bitter 허니 비터 1~14권(완),책장 8-4
관능소설 1~5권(완),책장 8-1
CLOVER 클로버 1~43권(완),책장 2-7
나는 사슴이다 (1부 1~6권) + (2부 1~8권) + (3부 1~9권) 총23권(완),책장 8-7
노다메 칸타빌레 1~25권(완),책장 8-4
당신만의 앨리스 1~11권(완),책장 8-17
"안녕, Pi 1~5권(완)",책장 8-7
예쁜남자신드롬(1~11완) 황미리,08월 07일
절벽 위의 란 1~10권(완),책장 8-3
WITH story 위드스토리 1~7권(완),책장 8-7
라이프 Life 1~20권(완),책장 8-4
장미양의 KISS 장미양의 키스 1~8권,책장 8-15
신사동맹 크로스 1~11권(완),책장 8-4
메이저 2부 1~26권,책장 2-5
악마와 러브송 1~13권(완),책장 8-6
츠바사 1~28권(완),책장 8-16
펠루아이야기 1~20권(완),책장 8-17
7SEEDS 세븐시즈 1~35권(완) + 외전,책장 8-16
나의 늑대군 1~4권(완),책장 8-12
늑대와 향신료 (EXTREME NOVEL) 1~18권,책장 8-6
도쿄 후회망상 아가씨 1~9권(완),책장 8-1
러블리 어글리 Lovely Ugly 1~10권,책장 8-18
오렌지 orange 1~6권,책장 8-15
몽키턴 1~26권,책장 2-3
참을 수 없어 1~7권(완),책장 8-1
코스프레 애니멀 1~14권(완),책장 8-4
BODY 바디 1~15권(완),책장 8-6
리미티드러버즈 1~2권,책장 8-1
학원베이비시터즈 1~24권,책장 8-12
세일러복에게 부탁해! 1~4권(완),책장 8-5
PINKYaGOGO,08월 07일
그럼에도 세상은 아름답다 1~25권(완),책장 8-2
바이올런스액션(1~4) [웹툰],책장 5-2
천사가 하라는 대로 1~3권,책장 8-3
부녀자그녀 1~5권(완),책장 8-3
바다의 기사단 1~3권,책장 8-1
화광연가 1~3권(완),책장 8-8
너 때문에 1~3권,책장 8-1
신데렐라로드 1~2권(완),책장 8-7
19XX(세기말) 과격파 1~8권,책장 8-4
찔레꽃 신부 1~2(완),책장 8-6
카리스마 돌 1~2권(완),책장 8-3
오늘부터 우리는 1~19권(완) 애장판,책장 2-2
나 여기에 있어 1~5권,책장 8-16
파인애플 아미 1~8권,책장 5-5
네가 좋아 1~3권(완),책장 8-3
NANA 나나 1~21권,책장 8-15
너는 펫 -완전판- 1~9권(완),책장 8-2
바람의나라 1~25권,책장 8-7
마츠리스페셜 1~4권,책장 8-15
S+ 에스플러스 1~1권(완),책장 8-3
사랑밖엔 난 몰라 1~6권(완),책장 8-7
애인발견 1~7권(완),책장 8-18
평범한 코이코짱 1~14권(완),책장 8-1
프라이드 Pride 1~12권(완),책장 8-5
하늘색 해안 1~6권(완),책장 8-4
하늘은 붉은 강가 애장판 1~16권(완),책장 8-16
다정다감 1~18권(완),책장 8-18
컨트리 하우스에 어서 오세요 1~3권(완),책장 8-5
별빛선물 1권(완),책장 8-9
그 남자! 그 여자! 1~10권,책장 8-15
"사랑해, 스즈키! 1~18권(완)",책장 8-6
